perspective,taxonomy,n,replicate,shuffle_id,n_disjoint,n_refs,dcor_A,dcor_B,disparity_A,disparity_B,hull_area
behavioral,behavioral,10,26,0,99,4,0.8166680826046249,0.9475217043929574,0.4479664105514883,0.2111663465730001,0.1585259472459197
behavioral,behavioral,10,27,0,99,4,0.2115314096166309,0.2430667301728287,0.5120571294052801,0.5475708576794557,0.15605777229370843
behavioral,behavioral,10,28,0,99,4,0.3496184155342225,0.5204150105864052,0.6843022070467654,0.3608884370648297,0.2285440981535244
behavioral,behavioral,10,29,0,99,4,0.49070654638590205,0.8949892337932451,0.45598391538961913,0.4916986938745551,0.19082869581010248
behavioral,behavioral,10,30,0,99,4,0.2284015871847583,0.27112875582896373,0.3634609081119281,0.2986918197248266,0.16047450944707994
behavioral,behavioral,10,31,0,99,4,0.4048998708216403,0.3372869919197541,0.42757663968425436,0.2527775156336842,0.15198746150871026
behavioral,behavioral,10,32,0,99,4,0.47933093937439963,0.5587542756213736,0.6507157567814957,0.5933557191012948,0.1804796964877917
behavioral,behavioral,10,33,0,99,4,0.5066088464452311,0.8969919136460449,0.43709087189656204,0.29928694400340383,0.20303964964743687
behavioral,behavioral,10,34,0,99,4,0.34226042217919245,0.820330374154148,0.5252016437728088,0.5242401815725825,0.22546971800735915
behavioral,behavioral,10,35,0,99,4,0.3085164169661525,0.37993780036198116,0.6312494921915253,0.43733139811424115,0.19234424602479686
behavioral,behavioral,10,36,0,99,4,0.4591322007399439,0.5721031531779124,0.4478770208053369,0.37354182791112606,0.21693936325154034
behavioral,behavioral,10,37,0,99,4,0.6842645485166399,0.8762229475302116,0.35559775346556804,0.11889110657215182,0.1797435735152395
behavioral,behavioral,10,38,0,99,4,0.7176275656906052,0.9556897753710509,0.2171109600630649,0.2466450439328515,0.2582920738503251
behavioral,behavioral,10,39,0,99,4,0.2719707580809459,0.3332622044772062,0.7326257870584798,0.8102077418824669,0.2048150047566659
behavioral,behavioral,10,40,0,99,4,0.40089342148358376,0.5731616853655713,0.5407719637094818,0.7830365434540685,0.26924728552194255
behavioral,behavioral,10,41,0,99,4,0.563116695693632,0.9178073233959189,0.4990025049774062,0.40821099887628054,0.2186714078154971
behavioral,behavioral,10,42,0,99,4,0.40247172341999266,0.5031199528440903,0.21658127248940015,0.46355649106763125,0.23434647136022718
behavioral,behavioral,10,43,0,99,4,0.4808457942385456,0.6216966812680602,0.5460627578324844,0.36253815707235737,0.13535976895827817
behavioral,behavioral,10,44,0,99,4,0.13515350055584704,0.17886223997015033,0.5171560053588322,0.4121310364902537,0.17493712886257767
behavioral,behavioral,10,45,0,99,4,0.3905082144674366,0.4292263003053156,0.5657081644999258,0.6266288657531849,0.16233645770391514
